TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,DienTich_m2,Gia,Quan,Gia_m2,TongPhong,DienTich_per_Phong,TyLe_Ngu_Tam,Log_Gia
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Đông Nam, Tây Nam,Phải,58.0,1.79,Thành phố Thủ Đức,0.030862068965517242,4.0,19.333333333333332,0.6666666666666666,1.0260415958332743
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây,Khác,KXĐ,90.0,2.45,Quận Tân Bình,0.027222222222222224,5.0,22.5,1.0,1.2383742310432684
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác, Đông Nam,KXĐ,59.0,1.9,Huyện Bình Chánh,0.03220338983050847,4.0,19.666666666666668,0.6666666666666666,1.0647107369924282
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,70.0,1.65,Khác,0.02357142857142857,5.0,17.5,1.0,0.9745596399981308
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,65.0,3.5,Quận Tân Phú,0.05384615384615385,4.0,21.666666666666668,0.6666666666666666,1.5040773967762742
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,70.0,2.3,Thành phố Thủ Đức,0.032857142857142856,4.0,23.333333333333332,0.6666666666666666,1.1939224684724346
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,1.65,Thành phố Thủ Đức,0.02462686567164179,4.0,22.333333333333332,0.6666666666666666,0.9745596399981308
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,Phải,65.0,1.82,Quận Gò Vấp,0.028,4.0,21.666666666666668,0.6666666666666666,1.0367368849500223
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,74.0,4.9,Quận Bình Thạnh,0.06621621621621622,4.0,24.666666666666668,0.6666666666666666,1.7749523509116738
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,71.0,3.2,Quận Tân Phú,0.04507042253521127,4.0,23.666666666666668,0.6666666666666666,1.4350845252893227
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Thô, Nam, Đông,KXĐ,45.7,2.2,Quận Tân Phú,0.04814004376367615,2.0,22.85,0.5,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây Bắc, Đông Nam,Phải,65.0,2.3,Khác,0.03538461538461538,4.0,21.666666666666668,0.6666666666666666,1.1939224684724346
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,50.8,1.72,Khác,0.03385826771653543,4.0,16.933333333333334,0.6666666666666666,1.000631880307906
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,84.0,1.98,Thành phố Thủ Đức,0.02357142857142857,4.0,28.0,0.6666666666666666,1.091923300517313
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,60.0,2.2,Thành phố Thủ Đức,0.03666666666666667,4.0,20.0,0.6666666666666666,1.1631508098056809
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,56.0,0.0021200000000000004,Huyện Bình Chánh,3.7857142857142864e-05,3.0,18.666666666666668,1.0,0.002117755971001309
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,3.1,Quận Tân Bình,0.047692307692307694,4.0,21.666666666666668,0.6666666666666666,1.410986973710262
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Tây,KXĐ,68.0,1.6,Quận Bình Tân,0.023529411764705882,4.0,22.666666666666668,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,61.0,1.09,Huyện Nhà Bè,0.017868852459016395,4.0,20.333333333333332,0.6666666666666666,0.7371640659767197
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,KXĐ,70.0,4.0,Quận Tân Bình,0.05714285714285714,2.0,35.0,0.5,1.6094379124341003
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Nam, Bắc,Phải,85.0,4.9,Quận Phú Nhuận,0.05764705882352942,5.0,21.25,1.0,1.7749523509116738
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,88.0,4.15,Quận Tân Phú,0.047159090909090914,4.0,29.333333333333332,0.6666666666666666,1.6389967146756448
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,55.0,2.1,Quận Bình Thạnh,0.038181818181818185,3.0,18.333333333333332,1.0,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,70.0,0.025,Huyện Nhà Bè,0.00035714285714285714,4.0,23.333333333333332,0.6666666666666666,0.0246926125903715
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,40.0,0.485,Quận Bình Tân,0.012125,2.0,20.0,0.5,0.3954147722546629
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ,Khác,Khác,KXĐ,98.0,2.4,Thành phố Thủ Đức,0.024489795918367346,5.0,24.5,1.0,1.2237754316221157
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,Phải,62.0,1.4,Khác,0.02258064516129032,4.0,20.666666666666668,0.6666666666666666,0.8754687373538999
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Tây Bắc,KXĐ,68.0,2.4,Quận Tân Bình,0.03529411764705882,4.0,22.666666666666668,0.6666666666666666,1.2237754316221157
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,2.35,Thành phố Thủ Đức,0.03507462686567164,3.0,22.333333333333332,1.0,1.208960345836975
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Đông, Nam,KXĐ,75.0,0.00275,Khác,3.6666666666666666e-05,4.0,25.0,0.6666666666666666,0.0027462256680251982
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Đầy đủ,Khác,Khác,Phải,40.0,0.65,Quận Bình Tân,0.01625,2.0,20.0,0.5,0.5007752879124893
 Chưa bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Đông Nam, Tây Bắc,Phải,101.0,4.95,Thành phố Thủ Đức,0.04900990099009901,5.0,25.25,1.0,1.7833912195575383
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,Phải,85.0,2.5,Khác,0.029411764705882353,5.0,21.25,1.0,1.252762968495368
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,30.0,0.2,Thành phố Thủ Đức,0.006666666666666667,2.0,15.0,0.5,0.18232155679395465
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,70.0,2.5,Thành phố Thủ Đức,0.03571428571428571,4.0,23.333333333333332,0.6666666666666666,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Tây Nam, Đông Bắc,KXĐ,80.0,2.45,Quận Tân Bình,0.030625000000000003,4.0,26.666666666666668,0.6666666666666666,1.2383742310432684
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,85.0,2.76,Thành phố Thủ Đức,0.03247058823529411,2.0,42.5,0.5,1.324418957401803
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Nam, Bắc,KXĐ,60.0,0.5,Thành phố Thủ Đức,0.008333333333333333,4.0,20.0,0.6666666666666666,0.4054651081081644
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,60.45,1.69,Thành phố Thủ Đức,0.027956989247311825,4.0,20.150000000000002,0.6666666666666666,0.9895411936137477
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Bắc, Tây Nam,Phải,97.0,3.55,Khác,0.03659793814432989,4.0,32.333333333333336,0.6666666666666666,1.5151272329628591
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,62.0,2.5,Quận Gò Vấp,0.04032258064516129,4.0,20.666666666666668,0.6666666666666666,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Đông,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Bắc,Phải,64.0,1.72,Quận Bình Tân,0.026875,4.0,21.333333333333332,0.6666666666666666,1.000631880307906
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Đông Bắc, Đông,Phải,50.0,1.7,Thành phố Thủ Đức,0.034,5.0,12.5,1.0,0.9932517730102833
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,59.0,2.8,Thành phố Thủ Đức,0.04745762711864406,4.0,19.666666666666668,0.6666666666666666,1.33500106673234
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Nam, Đông Bắc,KXĐ,71.0,2.92,Thành phố Thủ Đức,0.04112676056338028,4.0,23.666666666666668,0.6666666666666666,1.366091653802371
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Nam, Bắc,KXĐ,53.28,2.2,Thành phố Thủ Đức,0.04129129129129129,3.0,17.76,1.0,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Văn Phòng, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,72.0,3.4,Thành phố Thủ Đức,0.04722222222222222,4.0,24.0,0.6666666666666666,1.4816045409242156
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác, Đông Nam,KXĐ,58.0,1.55,Quận Gò Vấp,0.026724137931034484,3.0,19.333333333333332,1.0,0.9360933591703349
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,90.0,3.1,Quận Bình Thạnh,0.034444444444444444,4.0,30.0,0.6666666666666666,1.410986973710262
 Đã bàn giao,4.0,3.0,Loại Văn Phòng, Đã có sổ,Đầy đủ, Đông,Khác,KXĐ,82.0,0.095,Quận Bình Thạnh,0.0011585365853658536,7.0,16.4,1.0,0.09075436326846414
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Tây Nam,KXĐ,109.0,5.6,Thành phố Thủ Đức,0.05137614678899082,5.0,27.25,1.0,1.8870696490323797
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,50.0,1.6,Thành phố Thủ Đức,0.032,2.0,25.0,0.5,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây, Đông,KXĐ,60.0,2.7,Quận Tân Bình,0.045000000000000005,4.0,20.0,0.6666666666666666,1.308332819650179
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,61.0,1.8,Thành phố Thủ Đức,0.029508196721311476,3.0,20.333333333333332,1.0,1.0296194171811581
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,78.0,3.5,Huyện Nhà Bè,0.04487179487179487,4.0,26.0,0.6666666666666666,1.5040773967762742
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,68.0,2.55,Quận Bình Thạnh,0.0375,4.0,22.666666666666668,0.6666666666666666,1.2669476034873244
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây Nam, Đông Bắc,KXĐ,47.0,1.56,Khác,0.03319148936170213,2.0,23.5,0.5,0.9400072584914712
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,76.8,2.15,Quận Tân Phú,0.027994791666666668,5.0,19.2,1.0,1.1474024528375417
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,2.02,Quận Tân Phú,0.026933333333333333,4.0,25.0,0.6666666666666666,1.1052568313867783
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,2.4,Thành phố Thủ Đức,0.03582089552238806,4.0,22.333333333333332,0.6666666666666666,1.2237754316221157
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,65.0,1.75,Khác,0.026923076923076925,4.0,21.666666666666668,0.6666666666666666,1.0116009116784799
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,60.45,1.69,Thành phố Thủ Đức,0.027956989247311825,4.0,20.150000000000002,0.6666666666666666,0.9895411936137477
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Đông,KXĐ,65.0,1.8,Khác,0.027692307692307693,3.0,21.666666666666668,1.0,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,73.6,3.85,Quận Tân Phú,0.052309782608695655,4.0,24.53333333333333,0.6666666666666666,1.5789787049493917
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam,Khác,Phải,89.0,5.7,Khác,0.06404494382022471,5.0,22.25,1.0,1.9021075263969205
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,35.0,2.45,Khác,0.07,2.0,17.5,0.5,1.2383742310432684
 Chưa bàn giao,1.0,2.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,39.0,0.535,Huyện Nhà Bè,0.013717948717948718,3.0,19.5,0.3333333333333333,0.4285303810391605
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,63.0,2.0,Thành phố Thủ Đức,0.031746031746031744,4.0,21.0,0.6666666666666666,1.0986122886681098
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,Phải,56.0,2.9,Khác,0.05178571428571428,2.0,28.0,0.5,1.3609765531356006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,62.0,1.6,Thành phố Thủ Đức,0.025806451612903226,4.0,20.666666666666668,0.6666666666666666,0.9555114450274363
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,48.0,1.5,Khác,0.03125,2.0,24.0,0.5,0.9162907318741551
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,Phải,69.0,3.9,Thành phố Thủ Đức,0.05652173913043478,4.0,23.0,0.6666666666666666,1.589235205116581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,58.0,1.62,Thành phố Thủ Đức,0.02793103448275862,4.0,19.333333333333332,0.6666666666666666,0.9631743177730056
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Bắc,Khác,KXĐ,55.0,1.8,Quận Gò Vấp,0.03272727272727273,4.0,18.333333333333332,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,71.0,1.78,Thành phố Thủ Đức,0.02507042253521127,4.0,23.666666666666668,0.6666666666666666,1.0224509277025458
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,50.0,2.1,Thành phố Thủ Đức,0.042,2.0,25.0,0.5,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,88.0,5.9,Thành phố Thủ Đức,0.06704545454545455,4.0,29.333333333333332,0.6666666666666666,1.9315214116032138
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,68.0,2.25,Quận Tân Phú,0.03308823529411765,4.0,22.666666666666668,0.6666666666666666,1.1786549963416462
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,82.0,4.92,Quận Tân Phú,0.06,4.0,27.333333333333332,0.6666666666666666,1.7783364488959144
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,56.0,0.4,Thành phố Thủ Đức,0.0071428571428571435,3.0,18.666666666666668,1.0,0.33647223662121295
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Đông,Phải,54.2,2.0,Quận Tân Bình,0.03690036900369004,3.0,18.066666666666666,1.0,1.0986122886681098
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,51.4,1.936,Thành phố Thủ Đức,0.03766536964980545,2.0,25.7,0.5,1.0770481107522691
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Tây,KXĐ,68.0,1.6,Quận Bình Tân,0.023529411764705882,4.0,22.666666666666668,0.6666666666666666,0.9555114450274363
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Nam, Bắc,Phải,85.0,4.9,Quận Phú Nhuận,0.05764705882352942,5.0,21.25,1.0,1.7749523509116738
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Bắc, Đông Nam,KXĐ,61.0,1.29,Thành phố Thủ Đức,0.021147540983606557,4.0,20.333333333333332,0.6666666666666666,0.8285518175661483
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,2.52,Thành phố Thủ Đức,0.0336,4.0,25.0,0.6666666666666666,1.2584609896100056
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,97.6,4.9,Khác,0.05020491803278689,5.0,24.4,1.0,1.7749523509116738
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ,Khác,Khác,KXĐ,57.0,0.002,Khác,3.508771929824561e-05,3.0,19.0,1.0,0.001998002662673056
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,49.0,2.0,Khác,0.04081632653061224,2.0,24.5,0.5,1.0986122886681098
 Đã bàn giao,2.0,1.0,Loại Văn Phòng, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,50.0,0.8,Quận Bình Tân,0.016,3.0,16.666666666666668,1.0,0.5877866649021191
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,71.0,2.67,Huyện Nhà Bè,0.0376056338028169,4.0,23.666666666666668,0.6666666666666666,1.3001916620664788
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Tây,Phải,68.0,3.7,Thành phố Thủ Đức,0.054411764705882354,4.0,22.666666666666668,0.6666666666666666,1.547562508716013
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,48.0,0.8200000000000001,Quận Tân Phú,0.017083333333333336,2.0,24.0,0.5,0.598836501088704
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,67.0,1.9,Thành phố Thủ Đức,0.02835820895522388,4.0,22.333333333333332,0.6666666666666666,1.0647107369924282
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,65.0,2.1,Thành phố Thủ Đức,0.03230769230769231,4.0,21.666666666666668,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,88.0,3.9,Quận Phú Nhuận,0.04431818181818182,4.0,29.333333333333332,0.6666666666666666,1.589235205116581
 Chưa bàn giao,1.0,1.0,Loại Hạng Sang, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,40.0,1.05,Quận Bình Tân,0.026250000000000002,2.0,20.0,0.5,0.7178397931503169
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô, Nam,Khác,KXĐ,75.0,1.65,Khác,0.022,3.0,25.0,1.0,0.9745596399981308
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,Phải,46.0,0.22,Huyện Nhà Bè,0.004782608695652174,2.0,23.0,0.5,0.1988508587451652
 Chưa bàn giao,2.0,2.0,Loại Văn Phòng, Đã có sổ,Cơ bản,Khác,Khác,KXĐ,35.0,0.25,Quận Bình Thạnh,0.007142857142857143,4.0,11.666666666666666,0.6666666666666666,0.22314355131420976
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác, Nam,KXĐ,51.0,1.85,Khác,0.03627450980392157,3.0,17.0,1.0,1.0473189942805592
 Chưa bàn giao,2.0,1.0,Loại Hạng Sang, Đã có sổ,Cao cấp,Khác,Khác,Phải,49.0,0.79,Quận Bình Tân,0.016122448979591836,3.0,16.333333333333332,1.0,0.5822156198526637
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Nam, Đông Bắc,Phải,59.0,2.18,Huyện Bình Chánh,0.03694915254237288,4.0,19.666666666666668,0.6666666666666666,1.1568811967920856
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam, Tây Bắc,Phải,83.0,3.5,Quận Tân Phú,0.04216867469879518,5.0,20.75,1.0,1.5040773967762742
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,71.0,2.7,Khác,0.03802816901408451,4.0,23.666666666666668,0.6666666666666666,1.308332819650179
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,62.0,2.5,Quận Gò Vấp,0.04032258064516129,4.0,20.666666666666668,0.6666666666666666,1.252762968495368
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam,Khác,Phải,89.0,5.7,Khác,0.06404494382022471,5.0,22.25,1.0,1.9021075263969205
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,73.0,3.65,Thành phố Thủ Đức,0.049999999999999996,4.0,24.333333333333332,0.6666666666666666,1.536867219599265
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Nam, Đông Bắc,KXĐ,83.6,3.8,Quận Tân Phú,0.045454545454545456,5.0,20.9,1.0,1.5686159179138452
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Đông,KXĐ,65.0,1.8,Khác,0.027692307692307693,3.0,21.666666666666668,1.0,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,65.0,0.00348,Thành phố Thủ Đức,5.353846153846154e-05,4.0,21.666666666666668,0.6666666666666666,0.0034739588115003345
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,80.0,4.0,Huyện Nhà Bè,0.05,4.0,26.666666666666668,0.6666666666666666,1.6094379124341003
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Đã có sổ,Thô,Khác,Khác,KXĐ,35.0,0.8,Quận Bình Tân,0.022857142857142857,2.0,17.5,0.5,0.5877866649021191
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,67.0,2.9,Thành phố Thủ Đức,0.043283582089552235,4.0,22.333333333333332,0.6666666666666666,1.3609765531356006
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,46.0,1.7,Thành phố Thủ Đức,0.03695652173913044,2.0,23.0,0.5,0.9932517730102833
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây, Nam,KXĐ,30.0,0.42,Huyện Hóc Môn,0.014,3.0,10.0,1.0,0.3506568716131694
 Đã bàn giao,3.0,3.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,85.0,1.9,Quận Gò Vấp,0.022352941176470586,6.0,21.25,0.75,1.0647107369924282
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,39.0,1.6,Khác,0.041025641025641026,2.0,19.5,0.5,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Bắc, Đông Nam,KXĐ,50.0,1.35,Thành phố Thủ Đức,0.027000000000000003,4.0,16.666666666666668,0.6666666666666666,0.8544153281560676
 Chưa bàn giao,2.0,2.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,96.0,4.5,Thành phố Thủ Đức,0.046875,4.0,32.0,0.6666666666666666,1.7047480922384253
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,60.0,1.95,Huyện Nhà Bè,0.0325,3.0,20.0,1.0,1.0818051703517284
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,39.0,0.85,Quận Bình Tân,0.021794871794871794,2.0,19.5,0.5,0.6151856390902334
