TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,DienTich_m2,Gia,Quan,Gia_m2,TongPhong,DienTich_per_Phong,TyLe_Ngu_Tam,Log_Gia
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,42.0,1.55,Thành phố Thủ Đức,0.036904761904761905,2.0,21.0,0.5,0.9360933591703349
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông, Tây,KXĐ,67.0,2.1,Khác,0.03134328358208956,4.0,22.333333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam,Khác,KXĐ,54.0,1.66,Khác,0.03074074074074074,2.0,27.0,0.5,0.9783261227936076
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô, Đông,Khác,KXĐ,47.0,1.5,Quận Bình Tân,0.031914893617021274,2.0,23.5,0.5,0.9162907318741551
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Tây Bắc, Đông Nam,KXĐ,69.0,1.65,Huyện Bình Chánh,0.023913043478260867,4.0,23.0,0.6666666666666666,0.9745596399981308
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam, Đông Nam,Phải,67.0,1.73,Quận Bình Tân,0.02582089552238806,4.0,22.333333333333332,0.6666666666666666,1.0043016091968684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,70.0,4.0,Thành phố Thủ Đức,0.05714285714285714,4.0,23.333333333333332,0.6666666666666666,1.6094379124341003
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,52.0,0.5,Quận Bình Tân,0.009615384615384616,2.0,26.0,0.5,0.4054651081081644
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam, Tây Bắc,KXĐ,46.0,1.75,Thành phố Thủ Đức,0.03804347826086957,2.0,23.0,0.5,1.0116009116784799
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác, Đông,KXĐ,65.0,1.8,Khác,0.027692307692307693,3.0,21.666666666666668,1.0,1.0296194171811581
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,97.6,4.9,Khác,0.05020491803278689,5.0,24.4,1.0,1.7749523509116738
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Nam, Tây,KXĐ,56.0,2.69,Khác,0.048035714285714286,3.0,18.666666666666668,1.0,1.3056264580524357
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,62.0,2.5,Quận Gò Vấp,0.04032258064516129,4.0,20.666666666666668,0.6666666666666666,1.252762968495368
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,1.95,Khác,0.026712328767123285,5.0,18.25,1.0,1.0818051703517284
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,53.0,0.52,Quận Bình Tân,0.009811320754716982,2.0,26.5,0.5,0.41871033485818504
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,85.0,2.35,Khác,0.027647058823529413,4.0,28.333333333333332,0.6666666666666666,1.208960345836975
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Bắc, Đông Nam,KXĐ,70.0,2.366,Thành phố Thủ Đức,0.033800000000000004,4.0,23.333333333333332,0.6666666666666666,1.2137250957686143
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,78.0,2.2,Khác,0.02820512820512821,4.0,26.0,0.6666666666666666,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác, Đông Bắc,KXĐ,59.0,1.675,Thành phố Thủ Đức,0.028389830508474576,4.0,19.666666666666668,0.6666666666666666,0.9839493803479699
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Bắc, Đông Nam,KXĐ,70.0,2.48,Thành phố Thủ Đức,0.03542857142857143,4.0,23.333333333333332,0.6666666666666666,1.247032293786383
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ, Tây Bắc, Đông Nam,Phải,80.0,2.75,Thành phố Thủ Đức,0.034375,5.0,20.0,1.0,1.3217558399823195
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,70.0,3.0,Khác,0.04285714285714286,4.0,23.333333333333332,0.6666666666666666,1.3862943611198906
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,70.0,1.5,Huyện Hóc Môn,0.02142857142857143,4.0,23.333333333333332,0.6666666666666666,0.9162907318741551
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Đông, Tây Bắc,Phải,83.0,3.45,Huyện Nhà Bè,0.04156626506024096,5.0,20.75,1.0,1.4929040961781488
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,53.0,1.268,Khác,0.023924528301886794,3.0,17.666666666666668,1.0,0.8188983858655057
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,KXĐ,96.0,2.2,Khác,0.02291666666666667,4.0,32.0,0.6666666666666666,1.1631508098056809
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,51.0,2.35,Khác,0.04607843137254902,2.0,25.5,0.5,1.208960345836975
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Tây Nam, Đông Nam,KXĐ,50.0,0.0495,Thành phố Thủ Đức,0.00099,2.0,25.0,0.5,0.048313860278550634
 Chưa bàn giao,2.0,1.0,Loại Văn Phòng, Đã có sổ,Thô,Khác,Khác,KXĐ,103.0,0.01,Huyện Củ Chi,9.70873786407767e-05,3.0,34.333333333333336,1.0,0.009950330853168083
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,60.0,2.8,Huyện Bình Chánh,0.04666666666666666,3.0,20.0,1.0,1.33500106673234
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,72.0,1.815,Khác,0.025208333333333333,4.0,24.0,0.6666666666666666,1.0349622615916536
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Nam, Bắc,KXĐ,70.12,2.85,Khác,0.040644609241300624,4.0,23.373333333333335,0.6666666666666666,1.3480731482996928
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,2.52,Thành phố Thủ Đức,0.0336,4.0,25.0,0.6666666666666666,1.2584609896100056
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,61.0,1.09,Huyện Nhà Bè,0.017868852459016395,4.0,20.333333333333332,0.6666666666666666,0.7371640659767197
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,1.95,Khác,0.026712328767123285,5.0,18.25,1.0,1.0818051703517284
 Chưa bàn giao,2.0,1.0,Loại Văn Phòng, Đã có sổ,Thô, Đông,Khác,KXĐ,105.0,0.52,Quận Bình Tân,0.004952380952380953,3.0,35.0,1.0,0.41871033485818504
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,58.0,0.0021000000000000003,Quận Bình Thạnh,3.620689655172414e-05,4.0,19.333333333333332,0.6666666666666666,0.0020977980821461294
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,Phải,74.0,2.43,Khác,0.03283783783783784,4.0,24.666666666666668,0.6666666666666666,1.2325602611778486
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Nam, Bắc,KXĐ,56.0,3.0,Quận Tân Bình,0.05357142857142857,2.0,28.0,0.5,1.3862943611198906
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Nam, Đông Bắc,Phải,79.0,2.43,Khác,0.030759493670886078,4.0,26.333333333333332,0.6666666666666666,1.2325602611778486
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,55.0,1.18,Huyện Bình Chánh,0.021454545454545452,4.0,18.333333333333332,0.6666666666666666,0.7793248768009976
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,48.0,1.99,Khác,0.04145833333333333,2.0,24.0,0.5,1.095273387402595
 Chưa bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,81.0,2.4,Khác,0.029629629629629627,5.0,20.25,1.0,1.2237754316221157
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Bắc, Đông Nam,Phải,95.0,2.39,Khác,0.025157894736842108,5.0,23.75,1.0,1.220829921392359
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,34.7,0.54,Quận Bình Tân,0.015561959654178673,2.0,17.35,0.5,0.43178241642553783
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Tây Bắc, Đông Nam,KXĐ,76.0,3.5,Thành phố Thủ Đức,0.046052631578947366,4.0,25.333333333333332,0.6666666666666666,1.5040773967762742
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,69.0,0.011,Quận Tân Phú,0.00015942028985507247,4.0,23.0,0.6666666666666666,0.010939940038334362
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,36.4,0.74,Quận Bình Tân,0.02032967032967033,2.0,18.2,0.5,0.5538851132264376
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,65.0,2.7,Thành phố Thủ Đức,0.04153846153846154,4.0,21.666666666666668,0.6666666666666666,1.308332819650179
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam, Đông Bắc,Phải,52.0,1.55,Khác,0.02980769230769231,2.0,26.0,0.5,0.9360933591703349
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Đông Nam, Tây Nam,KXĐ,55.0,2.75,Quận Phú Nhuận,0.05,3.0,18.333333333333332,1.0,1.3217558399823195
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,53.0,1.35,Khác,0.02547169811320755,3.0,17.666666666666668,1.0,0.8544153281560676
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cao cấp, Tây Bắc, Đông Nam,KXĐ,67.0,2.78,Thành phố Thủ Đức,0.04149253731343283,4.0,22.333333333333332,0.6666666666666666,1.3297240096314962
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,62.0,2.0,Khác,0.03225806451612903,4.0,20.666666666666668,0.6666666666666666,1.0986122886681098
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,62.0,2.5,Quận Gò Vấp,0.04032258064516129,4.0,20.666666666666668,0.6666666666666666,1.252762968495368
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Nam, Tây,KXĐ,56.0,2.69,Khác,0.048035714285714286,3.0,18.666666666666668,1.0,1.3056264580524357
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,72.0,1.815,Khác,0.025208333333333333,4.0,24.0,0.6666666666666666,1.0349622615916536
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,35.0,0.29,Huyện Hóc Môn,0.008285714285714285,2.0,17.5,0.5,0.2546422183735807
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Tây Bắc,KXĐ,33.0,1.25,Thành phố Thủ Đức,0.03787878787878788,2.0,16.5,0.5,0.8109302162163288
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,73.0,2.1,Khác,0.028767123287671233,4.0,24.333333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,67.0,2.29,Thành phố Thủ Đức,0.03417910447761194,4.0,22.333333333333332,0.6666666666666666,1.1908875647772805
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ, Đông Bắc, Tây Nam,KXĐ,53.66,3.8,Khác,0.07081625046589639,2.0,26.83,0.5,1.5686159179138452
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cao cấp, Tây Nam, Đông Bắc,Phải,96.0,4.77,Quận Tân Phú,0.049687499999999996,4.0,32.0,0.6666666666666666,1.7526720805200082
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam, Tây Bắc,Phải,71.0,2.521,Huyện Nhà Bè,0.03550704225352112,5.0,17.75,1.0,1.2587450401729154
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,53.0,2.55,Khác,0.04811320754716981,2.0,26.5,0.5,1.2669476034873244
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,3.5,Thành phố Thủ Đức,0.05223880597014925,4.0,22.333333333333332,0.6666666666666666,1.5040773967762742
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam, Tây Bắc,KXĐ,72.0,2.2,Khác,0.030555555555555558,4.0,24.0,0.6666666666666666,1.1631508098056809
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,Phải,70.0,1.6,Quận Bình Tân,0.022857142857142857,3.0,23.333333333333332,1.0,0.9555114450274363
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Đông Bắc, Tây Nam,KXĐ,60.0,2.25,Khác,0.0375,3.0,20.0,1.0,1.1786549963416462
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Tây Nam, Đông Bắc,KXĐ,51.0,0.999,Thành phố Thủ Đức,0.019588235294117646,2.0,25.5,0.5,0.692647055518263
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,106.0,3.75,Khác,0.03537735849056604,5.0,26.5,1.0,1.55814461804655
 Đã bàn giao,2.0,1.0,Loại Văn Phòng, Đang chờ sổ,Đầy đủ, Đông Nam,Khác,Phải,72.0,3.8,Quận Tân Phú,0.05277777777777778,3.0,24.0,1.0,1.5686159179138452
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,Phải,100.0,2.8,Quận Gò Vấp,0.027999999999999997,5.0,25.0,1.0,1.33500106673234
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp, Nam, Bắc,KXĐ,58.0,1.7,Thành phố Thủ Đức,0.029310344827586206,2.0,29.0,0.5,0.9932517730102833
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,49.0,2.15,Thành phố Thủ Đức,0.04387755102040816,2.0,24.5,0.5,1.1474024528375417
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Bắc, Đông Nam,KXĐ,61.0,1.29,Thành phố Thủ Đức,0.021147540983606557,4.0,20.333333333333332,0.6666666666666666,0.8285518175661483
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam,Khác,Phải,89.0,5.7,Khác,0.06404494382022471,5.0,22.25,1.0,1.9021075263969205
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,61.0,1.09,Huyện Nhà Bè,0.017868852459016395,4.0,20.333333333333332,0.6666666666666666,0.7371640659767197
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Bắc, Tây Nam,Phải,97.0,3.55,Khác,0.03659793814432989,4.0,32.333333333333336,0.6666666666666666,1.5151272329628591
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Nam, Tây,KXĐ,56.0,2.69,Khác,0.048035714285714286,3.0,18.666666666666668,1.0,1.3056264580524357
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,74.0,4.5,Khác,0.060810810810810814,4.0,24.666666666666668,0.6666666666666666,1.7047480922384253
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,KXĐ,50.0,1.92,Thành phố Thủ Đức,0.0384,2.0,25.0,0.5,1.0715836162801904
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Đã có sổ,Thô,Khác,Khác,KXĐ,35.0,0.275,Huyện Hóc Môn,0.007857142857142858,2.0,17.5,0.5,0.24294617861038947
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,50.0,1.65,Thành phố Thủ Đức,0.033,3.0,16.666666666666668,1.0,0.9745596399981308
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Nam,Khác,KXĐ,65.0,2.4,Thành phố Thủ Đức,0.03692307692307692,4.0,21.666666666666668,0.6666666666666666,1.2237754316221157
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,66.0,1.65,Khác,0.024999999999999998,4.0,22.0,0.6666666666666666,0.9745596399981308
 Chưa bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,34.0,0.8200000000000001,Quận Bình Tân,0.024117647058823532,2.0,17.0,0.5,0.598836501088704
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Đông, Bắc,KXĐ,61.0,1.56,Khác,0.02557377049180328,3.0,20.333333333333332,1.0,0.9400072584914712
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,66.0,2.9,Khác,0.04393939393939394,4.0,22.0,0.6666666666666666,1.3609765531356006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,71.0,3.15,Quận Tân Phú,0.04436619718309859,4.0,23.666666666666668,0.6666666666666666,1.423108334242607
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,72.0,1.95,Khác,0.027083333333333334,4.0,24.0,0.6666666666666666,1.0818051703517284
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,66.0,2.45,Quận Tân Bình,0.037121212121212124,4.0,22.0,0.6666666666666666,1.2383742310432684
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,70.0,3.65,Khác,0.052142857142857144,3.0,23.333333333333332,1.0,1.536867219599265
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,85.0,4.1,Quận Tân Phú,0.04823529411764706,4.0,28.333333333333332,0.6666666666666666,1.62924053973028
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,Phải,90.0,2.78,Thành phố Thủ Đức,0.030888888888888886,5.0,22.5,1.0,1.3297240096314962
 Chưa bàn giao,2.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô, Đông, Đông,KXĐ,36.0,0.799,Quận Bình Tân,0.022194444444444447,3.0,12.0,1.0,0.5872309549683962
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Đã có sổ,Cao cấp, Tây Bắc, Tây,Phải,32.0,0.53,Quận Bình Tân,0.0165625,2.0,16.0,0.5,0.4252677354043441
 Chưa bàn giao,2.0,1.0,Loại Văn Phòng, Đang chờ sổ,Thô,Khác,Khác,KXĐ,68.0,1.5,Thành phố Thủ Đức,0.022058823529411766,3.0,22.666666666666668,1.0,0.9162907318741551
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,70.0,2.85,Khác,0.04071428571428572,4.0,23.333333333333332,0.6666666666666666,1.3480731482996928
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,73.6,3.85,Quận Tân Phú,0.052309782608695655,4.0,24.53333333333333,0.6666666666666666,1.5789787049493917
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,61.0,1.09,Huyện Nhà Bè,0.017868852459016395,4.0,20.333333333333332,0.6666666666666666,0.7371640659767197
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Đông,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc,Khác,KXĐ,83.0,2.95,Khác,0.035542168674698796,4.0,27.666666666666668,0.6666666666666666,1.3737155789130306
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,57.0,2.0,Khác,0.03508771929824561,3.0,19.0,1.0,1.0986122886681098
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,69.0,2.35,Khác,0.034057971014492754,4.0,23.0,0.6666666666666666,1.208960345836975
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,66.0,1.9,Khác,0.028787878787878786,4.0,22.0,0.6666666666666666,1.0647107369924282
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam,Khác,Phải,70.0,2.500000001,Thành phố Thủ Đức,0.03571428572857143,4.0,23.333333333333332,0.6666666666666666,1.2527629687810824
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,52.0,2.5,Khác,0.04807692307692308,3.0,17.333333333333332,1.0,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,75.0,3.1,Quận Bình Thạnh,0.04133333333333333,4.0,25.0,0.6666666666666666,1.410986973710262
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cơ bản, Đông Nam, Tây Nam,KXĐ,62.0,1.58,Khác,0.025483870967741937,4.0,20.666666666666668,0.6666666666666666,0.9477893989335261
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Tây Nam, Đông Bắc,KXĐ,75.0,2.4,Quận Bình Tân,0.032,5.0,18.75,1.0,1.2237754316221157
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,Phải,85.0,3.65,Khác,0.04294117647058823,3.0,28.333333333333332,1.0,1.536867219599265
 Chưa bàn giao,1.0,1.0,Loại Văn Phòng, Đang chờ sổ,Cao cấp, Tây Nam, Bắc,Phải,32.0,0.639,Quận Bình Tân,0.01996875,2.0,16.0,0.5,0.49408629976169266
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,Phải,68.0,2.7,Thành phố Thủ Đức,0.03970588235294118,4.0,22.666666666666668,0.6666666666666666,1.308332819650179
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Đông Nam,Khác,KXĐ,64.0,3.1,Quận Tân Phú,0.0484375,4.0,21.333333333333332,0.6666666666666666,1.410986973710262
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,78.0,3.7,Huyện Bình Chánh,0.04743589743589744,4.0,26.0,0.6666666666666666,1.547562508716013
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,79.0,2.95,Quận Bình Thạnh,0.03734177215189874,4.0,26.333333333333332,0.6666666666666666,1.3737155789130306
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,37.0,1.5,Khác,0.04054054054054054,2.0,18.5,0.5,0.9162907318741551
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Đông Nam, Nam,Phải,80.0,4.2,Thành phố Thủ Đức,0.052500000000000005,5.0,20.0,1.0,1.6486586255873816
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,66.0,2.36,Khác,0.03575757575757576,4.0,22.0,0.6666666666666666,1.2119409739751128
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,45.0,1.5,Khác,0.03333333333333333,2.0,22.5,0.5,0.9162907318741551
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam,Khác,KXĐ,66.0,2.481,Thành phố Thủ Đức,0.03759090909090909,4.0,22.0,0.6666666666666666,1.2473196088293017
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,Phải,95.0,5.3,Khác,0.05578947368421053,5.0,23.75,1.0,1.840549633397487
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Nam, Đông Bắc,KXĐ,61.0,1.09,Huyện Nhà Bè,0.017868852459016395,4.0,20.333333333333332,0.6666666666666666,0.7371640659767197
